,iid_pid,iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,field,field_cd,race,imprace,imprelig,zipcode,income,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1
19,6785.0,452.0,13.0,1.0,23.0,2.0,17.0,11.0,8.0,9.0,10.0,1.0,430.0,0.0,0.21,1.0,22.0,4.0,10.0,25.0,15.0,20.0,15.0,15.0,0.0,4.0,8.0,9.0,8.0,9.0,2.0,29.0,5.0,8.0,4.0,7.0,1.0,10027.0,55079.99999999999,1.0,5.0,3.0,7.0,9.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,10.0,5.0,3.0,7.0,0.0,35.0,30.0,25.0,5.0,0.0,5.0
20,6784.0,451.0,12.0,1.0,22.0,2.0,17.0,11.0,2.0,13.0,2.0,10.0,439.0,0.0,0.22,0.0,29.0,2.0,20.0,10.0,50.0,5.0,10.0,5.0,0.0,0.0,10.0,10.0,3.0,10.0,5.0,30.0,10.0,8.0,4.0,3.0,1.0,650206.0,37881.0,2.0,3.0,3.0,7.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,1.0,20.0,40.0,5.0,20.0,5.0,10.0
21,6783.0,451.0,12.0,1.0,22.0,2.0,17.0,11.0,13.0,13.0,1.0,9.0,438.0,0.0,0.44,0.0,23.0,2.0,14.0,15.0,16.0,17.0,18.0,20.0,0.0,2.0,7.0,10.0,2.0,10.0,2.0,30.0,10.0,8.0,4.0,3.0,1.0,650206.0,37881.0,2.0,3.0,3.0,7.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,1.0,20.0,40.0,5.0,20.0,5.0,10.0
22,6782.0,451.0,12.0,1.0,22.0,2.0,17.0,11.0,12.0,13.0,10.0,8.0,437.0,0.0,0.44,0.0,23.0,2.0,15.0,15.0,18.0,18.0,14.0,20.0,0.0,6.0,8.0,10.0,7.0,10.0,8.0,30.0,10.0,8.0,4.0,3.0,1.0,650206.0,37881.0,2.0,3.0,3.0,7.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,1.0,20.0,40.0,5.0,20.0,5.0,10.0
23,6781.0,451.0,12.0,1.0,22.0,2.0,17.0,11.0,6.0,13.0,5.0,7.0,436.0,0.0,0.45,0.0,23.0,2.0,28.0,8.0,17.0,22.0,17.0,8.0,0.0,7.0,10.0,9.0,8.0,8.0,7.0,30.0,10.0,8.0,4.0,3.0,1.0,650206.0,37880.99999999999,2.0,3.0,3.0,7.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,1.0,20.0,40.0,5.0,20.0,5.0,10.0
24,6780.0,451.0,12.0,1.0,22.0,2.0,17.0,11.0,7.0,13.0,6.0,6.0,435.0,0.0,0.21,0.0,22.0,1.0,25.0,5.0,20.0,25.0,15.0,10.0,0.0,1.0,8.0,8.0,4.0,7.0,5.023718453487464,30.0,10.0,8.0,4.0,3.0,1.0,650206.0,37881.0,2.0,3.0,3.0,7.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,1.0,20.0,40.0,5.0,20.0,5.0,10.0
25,6779.0,451.0,12.0,1.0,22.0,2.0,17.0,11.0,4.0,13.0,4.0,5.0,434.0,0.0,0.01,0.0,27.0,2.0,30.0,15.0,15.0,30.0,0.0,10.0,0.0,2.0,7.0,6.0,7.0,6.0,5.0,30.0,10.0,8.0,4.0,3.0,1.0,650206.0,37881.0,2.0,3.0,3.0,7.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,1.0,20.0,40.0,5.0,20.0,5.0,10.0
26,6778.0,451.0,12.0,1.0,22.0,2.0,17.0,11.0,3.0,13.0,3.0,4.0,433.0,0.0,-0.07,0.0,30.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,0.0,1.0,5.0,5.0,2.0,5.0,1.0,30.0,10.0,8.0,4.0,3.0,1.0,650206.0,37880.99999999999,2.0,3.0,3.0,7.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,1.0,20.0,40.0,5.0,20.0,5.0,10.0
27,6777.0,451.0,12.0,1.0,22.0,2.0,17.0,11.0,11.0,13.0,9.0,3.0,432.0,0.0,0.24,0.0,28.0,2.0,15.0,30.0,30.0,10.0,10.0,5.0,0.0,2.0,5.0,9.0,5.0,10.0,9.0,30.0,10.0,8.0,4.0,3.0,1.0,650206.0,37881.0,2.0,3.0,3.0,7.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,1.0,20.0,40.0,5.0,20.0,5.0,10.0
28,6776.0,451.0,12.0,1.0,22.0,2.0,17.0,11.0,9.0,13.0,8.0,2.0,431.0,0.0,-0.01,1.0,27.0,4.0,15.0,15.0,25.0,15.0,15.0,15.0,0.0,5.0,8.0,7.0,5.0,7.0,2.0,30.0,10.0,8.0,4.0,3.0,1.0,650206.0,37881.00000000001,2.0,3.0,3.0,7.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,1.0,20.0,40.0,5.0,20.0,5.0,10.0
29,6775.0,451.0,12.0,1.0,22.0,2.0,17.0,11.0,8.0,13.0,7.0,1.0,430.0,0.0,0.17,1.0,22.0,4.0,10.0,25.0,15.0,20.0,15.0,15.0,0.0,2.0,5.0,9.0,5.0,8.0,3.0,30.0,10.0,8.0,4.0,3.0,1.0,650206.0,37881.0,2.0,3.0,3.0,7.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,1.0,20.0,40.0,5.0,20.0,5.0,10.0
30,6774.0,450.0,11.0,1.0,21.0,2.0,17.0,11.0,2.0,2.0,1.0,10.0,439.0,0.0,0.21,1.0,29.0,2.0,20.0,10.0,50.0,5.0,10.0,5.0,0.0,5.0,9.0,10.0,5.0,9.0,5.0,25.0,30.0,13.0,2.0,3.0,7.0,10764.82401993064,53676.426588430026,2.0,6.0,2.0,9.0,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,0.0,50.0,5.0,5.0,5.0,5.0,30.0
31,6773.0,450.0,11.0,1.0,21.0,2.0,17.0,11.0,13.0,2.0,10.0,9.0,438.0,1.0,0.46,1.0,23.0,2.0,14.0,15.0,16.0,17.0,18.0,20.0,1.0,4.0,6.0,8.0,7.0,9.0,2.0,25.0,30.0,13.0,2.0,3.0,7.0,10027.0,53680.76536687483,2.0,6.0,2.0,9.0,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,0.0,50.0,5.0,5.0,5.0,5.0,30.0
32,6772.0,450.0,11.0,1.0,21.0,2.0,17.0,11.0,12.0,2.0,9.0,8.0,437.0,0.0,0.53,1.0,23.0,2.0,15.0,15.0,18.0,18.0,14.0,20.0,0.0,7.0,7.0,9.0,7.0,10.0,7.0,25.0,30.0,13.0,2.0,3.0,7.0,10026.999999999998,53683.04105339449,2.0,6.0,2.0,9.0,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,0.0,50.0,5.0,5.0,5.0,5.0,30.0
33,6771.0,450.0,11.0,1.0,21.0,2.0,17.0,11.0,6.0,2.0,4.0,7.0,436.0,0.0,0.48,1.0,23.0,2.0,28.0,8.0,17.0,22.0,17.0,8.0,0.0,7.0,7.0,8.0,8.0,8.0,7.0,25.0,30.0,13.0,2.0,3.0,7.0,10027.0,53682.05438969345,2.0,6.0,2.0,9.0,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,0.0,50.0,5.0,5.0,5.0,5.0,30.0
34,6770.0,450.0,11.0,1.0,21.0,2.0,17.0,11.0,7.0,2.0,5.0,6.0,435.0,0.0,-0.08,0.0,22.0,1.0,25.0,5.0,20.0,25.0,15.0,10.0,1.0,7.0,9.0,10.0,9.0,9.0,6.0,25.0,30.0,13.0,2.0,3.0,7.0,10027.0,53680.28375231857,2.0,6.0,2.0,9.0,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,0.0,50.0,5.0,5.0,5.0,5.0,30.0
35,6769.0,450.0,11.0,1.0,21.0,2.0,17.0,11.0,4.0,2.0,3.0,5.0,434.0,0.0,-0.1,1.0,27.0,2.0,30.0,15.0,15.0,30.0,0.0,10.0,0.0,5.0,5.0,5.0,7.0,5.0,9.0,25.0,30.0,13.0,2.0,3.0,7.0,10024.089466789319,53684.23608890424,2.0,6.0,2.0,9.0,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,0.0,50.0,5.0,5.0,5.0,5.0,30.0
36,6768.0,450.0,11.0,1.0,21.0,2.0,17.0,11.0,3.0,2.0,2.0,4.0,433.0,0.0,0.33,0.0,30.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,0.0,4.0,5.0,6.0,4.0,4.0,1.0,25.0,30.0,13.0,2.0,3.0,7.0,10027.0,53681.03673464173,2.0,6.0,2.0,9.0,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,0.0,50.0,5.0,5.0,5.0,5.0,30.0
37,6767.0,450.0,11.0,1.0,21.0,2.0,17.0,11.0,11.0,2.0,8.0,3.0,432.0,1.0,0.4,1.0,28.0,2.0,15.0,30.0,30.0,10.0,10.0,5.0,1.0,5.0,10.0,10.0,9.0,10.0,10.0,25.0,30.0,13.0,2.0,3.0,7.0,10767.11975397733,53679.711505415406,2.0,6.0,2.0,9.0,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,0.0,50.0,5.0,5.0,5.0,5.0,30.0
38,6766.0,450.0,11.0,1.0,21.0,2.0,17.0,11.0,9.0,2.0,7.0,2.0,431.0,0.0,0.06,0.0,27.0,4.0,15.0,15.0,25.0,15.0,15.0,15.0,0.0,7.0,8.0,8.0,8.0,6.0,3.0,25.0,30.0,13.0,2.0,3.0,7.0,10026.999999999998,55080.00000000001,2.0,6.0,2.0,9.0,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,0.0,50.0,5.0,5.0,5.0,5.0,30.0
39,6765.0,450.0,11.0,1.0,21.0,2.0,17.0,11.0,8.0,2.0,6.0,1.0,430.0,0.0,0.01,0.0,22.0,4.0,10.0,25.0,15.0,20.0,15.0,15.0,0.0,5.0,7.0,8.0,6.0,9.0,5.0,25.0,30.0,13.0,2.0,3.0,7.0,10027.0,53683.40683340547,2.0,6.0,2.0,9.0,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,0.0,50.0,5.0,5.0,5.0,5.0,30.0
40,6764.0,449.0,10.0,1.0,20.0,2.0,17.0,11.0,2.0,8.0,6.0,10.0,439.0,0.0,0.46,0.0,29.0,2.0,20.0,10.0,50.0,5.0,10.0,5.0,0.0,8.0,9.0,9.0,4.0,9.0,6.06417247598233,23.0,1.0,1.0,6.0,7.0,1.0,11552.0,52280.0,1.0,3.0,1.0,1.0,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,1.0,55.0,2.0,1.0,40.0,1.0,1.0
41,6763.0,449.0,10.0,1.0,20.0,2.0,17.0,11.0,13.0,8.0,5.0,9.0,438.0,0.0,0.12,0.0,23.0,2.0,14.0,15.0,16.0,17.0,18.0,20.0,0.0,7.0,7.0,8.0,8.0,7.0,4.0,23.0,1.0,1.0,6.0,7.0,1.0,11552.0,52280.0,1.0,3.0,1.0,1.0,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,1.0,55.0,2.0,1.0,40.0,1.0,1.0
42,6762.0,449.0,10.0,1.0,20.0,2.0,17.0,11.0,12.0,8.0,4.0,8.0,437.0,0.0,0.35,0.0,23.0,2.0,15.0,15.0,18.0,18.0,14.0,20.0,0.0,9.0,7.0,8.0,8.0,9.0,7.0,23.0,1.0,1.0,6.0,7.0,1.0,11552.0,52280.0,1.0,3.0,1.0,1.0,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,1.0,55.0,2.0,1.0,40.0,1.0,1.0
43,6761.0,449.0,10.0,1.0,20.0,2.0,17.0,11.0,6.0,8.0,9.0,7.0,436.0,1.0,0.78,0.0,23.0,2.0,28.0,8.0,17.0,22.0,17.0,8.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,23.0,1.0,1.0,6.0,7.0,1.0,11552.0,52280.0,1.0,3.0,1.0,1.0,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,1.0,55.0,2.0,1.0,40.0,1.0,1.0
44,6760.0,449.0,10.0,1.0,20.0,2.0,17.0,11.0,7.0,8.0,10.0,6.0,435.0,1.0,0.01,0.0,22.0,1.0,25.0,5.0,20.0,25.0,15.0,10.0,1.0,7.0,7.0,8.0,9.0,10.0,7.0,23.0,1.0,1.0,6.0,7.0,1.0,11552.0,52280.0,1.0,3.0,1.0,1.0,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,1.0,55.0,2.0,1.0,40.0,1.0,1.0
45,6759.0,449.0,10.0,1.0,20.0,2.0,17.0,11.0,4.0,8.0,8.0,5.0,434.0,0.0,-0.12,0.0,27.0,2.0,30.0,15.0,15.0,30.0,0.0,10.0,0.0,8.0,8.0,8.0,8.0,8.0,7.0,23.0,1.0,1.0,6.0,7.0,1.0,11552.0,52280.0,1.0,3.0,1.0,1.0,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,1.0,55.0,2.0,1.0,40.0,1.0,1.0
46,6758.0,449.0,10.0,1.0,20.0,2.0,17.0,11.0,3.0,8.0,7.0,4.0,433.0,0.0,0.44,1.0,30.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,0.0,7.0,7.0,7.0,7.0,4.0,3.0,23.0,1.0,1.0,6.0,7.0,1.0,11552.0,52280.0,1.0,3.0,1.0,1.0,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,1.0,55.0,2.0,1.0,40.0,1.0,1.0
47,6757.0,449.0,10.0,1.0,20.0,2.0,17.0,11.0,11.0,8.0,3.0,3.0,432.0,0.0,0.24,0.0,28.0,2.0,15.0,30.0,30.0,10.0,10.0,5.0,1.0,8.0,8.0,9.0,9.0,10.0,10.0,23.0,1.0,1.0,6.0,7.0,1.0,11552.0,52280.0,1.0,3.0,1.0,1.0,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,1.0,55.0,2.0,1.0,40.0,1.0,1.0
